time,open,high,low,close,tick_volume,spread,real_volume
2025-04-15 05:00:00,1.13243,1.13524,1.13242,1.13497,3328,0,0
2025-04-15 06:00:00,1.13496,1.13531,1.13434,1.13475,2607,0,0
2025-04-15 07:00:00,1.13476,1.13633,1.13449,1.1357,2964,0,0
2025-04-15 08:00:00,1.1357,1.1368,1.1349,1.13506,3118,0,0
2025-04-15 09:00:00,1.13506,1.13645,1.1328,1.13323,6464,0,0
2025-04-15 10:00:00,1.13323,1.13598,1.13208,1.13572,7016,0,0
2025-04-15 11:00:00,1.13571,1.13789,1.13437,1.13469,7190,0,0
2025-04-15 12:00:00,1.13468,1.1356,1.1333199999999999,1.13388,5778,0,0
2025-04-15 13:00:00,1.13387,1.13493,1.13324,1.13445,4597,0,0
2025-04-15 14:00:00,1.13443,1.1344400000000001,1.1314,1.13265,5797,0,0
2025-04-15 15:00:00,1.13263,1.13415,1.1308799999999999,1.13129,8037,0,0
2025-04-15 16:00:00,1.1313,1.13285,1.13052,1.1317599999999999,8551,0,0
2025-04-15 17:00:00,1.13177,1.1329500000000001,1.12855,1.13289,11041,0,0
2025-04-15 18:00:00,1.13289,1.1329,1.12823,1.12888,7400,0,0
2025-04-15 19:00:00,1.12889,1.1292200000000001,1.12642,1.12744,5334,0,0
2025-04-15 20:00:00,1.12744,1.12828,1.12669,1.12725,4304,0,0
2025-04-15 21:00:00,1.12727,1.12768,1.12664,1.12734,3643,0,0
2025-04-15 22:00:00,1.12734,1.12876,1.12715,1.12824,2539,0,0
2025-04-15 23:00:00,1.12826,1.12898,1.12798,1.12805,1640,0,0
2025-04-16 00:00:00,1.12805,1.12851,1.12785,1.12808,710,1,0
2025-04-16 01:00:00,1.12808,1.12994,1.12808,1.12957,1682,0,0
2025-04-16 02:00:00,1.12957,1.12988,1.1283400000000001,1.12937,2756,0,0
2025-04-16 03:00:00,1.12937,1.13217,1.12929,1.1317,5550,0,0
2025-04-16 04:00:00,1.1317,1.13307,1.13164,1.13235,4326,0,0
2025-04-16 05:00:00,1.1323699999999999,1.13319,1.13181,1.13276,3500,0,0
2025-04-16 06:00:00,1.13276,1.13433,1.13244,1.13432,3012,0,0
2025-04-16 07:00:00,1.13432,1.13479,1.13329,1.13462,2880,0,0
2025-04-16 08:00:00,1.13461,1.13855,1.13413,1.13809,4743,0,0
2025-04-16 09:00:00,1.13806,1.13828,1.13607,1.13607,6015,0,0
2025-04-16 10:00:00,1.13607,1.13921,1.13593,1.13869,6577,0,0
2025-04-16 11:00:00,1.13872,1.13882,1.13382,1.1369799999999999,9593,0,0
2025-04-16 12:00:00,1.13699,1.13778,1.1356,1.13601,7184,0,0
2025-04-16 13:00:00,1.13601,1.13742,1.13523,1.13585,6369,0,0
2025-04-16 14:00:00,1.13583,1.13739,1.1355,1.13633,6214,0,0
2025-04-16 15:00:00,1.13633,1.13656,1.13405,1.1351499999999999,8533,0,0
2025-04-16 16:00:00,1.13518,1.13738,1.13497,1.13669,8958,0,0
2025-04-16 17:00:00,1.1367099999999999,1.13842,1.13542,1.13838,8534,0,0
2025-04-16 18:00:00,1.13839,1.13866,1.13572,1.13816,6540,0,0
2025-04-16 19:00:00,1.13816,1.13871,1.13702,1.13751,4944,0,0
2025-04-16 20:00:00,1.13752,1.13901,1.13593,1.13751,6766,0,0
2025-04-16 21:00:00,1.1375,1.13885,1.13651,1.13866,6510,0,0
2025-04-16 22:00:00,1.13866,1.1413,1.1385,1.13866,5425,0,0
2025-04-16 23:00:00,1.13867,1.13997,1.13818,1.13988,2877,0,0
2025-04-17 00:00:00,1.13969,1.14005,1.13916,1.13971,734,0,0
2025-04-17 01:00:00,1.13969,1.14006,1.1395,1.13997,1402,0,0
2025-04-17 02:00:00,1.13996,1.14094,1.13941,1.13956,2436,0,0
2025-04-17 03:00:00,1.13956,1.13969,1.1365,1.13679,5776,0,0
2025-04-17 04:00:00,1.1368,1.13693,1.13554,1.13655,5478,0,0
2025-04-17 05:00:00,1.13655,1.13819,1.13651,1.1378300000000001,3199,0,0
2025-04-17 06:00:00,1.1378300000000001,1.13809,1.1364,1.13643,2530,0,0
2025-04-17 07:00:00,1.13643,1.13699,1.13604,1.13623,1982,0,0
2025-04-17 08:00:00,1.13623,1.13713,1.13442,1.13524,3073,0,0
2025-04-17 09:00:00,1.13524,1.1371,1.13435,1.1359,5207,0,0
2025-04-17 10:00:00,1.13589,1.1379,1.13531,1.13766,6446,0,0
2025-04-17 11:00:00,1.13767,1.13886,1.13684,1.13785,5192,0,0
2025-04-17 12:00:00,1.13785,1.13809,1.13702,1.13726,4240,0,0
2025-04-17 13:00:00,1.13726,1.13767,1.13575,1.13597,5856,0,0
2025-04-17 14:00:00,1.13596,1.13701,1.13559,1.1356600000000001,4481,0,0
2025-04-17 15:00:00,1.13565,1.13682,1.13354,1.1356600000000001,9687,0,0
2025-04-17 16:00:00,1.13565,1.13777,1.13513,1.13613,10016,0,0
2025-04-17 17:00:00,1.13613,1.13857,1.13385,1.13493,8558,0,0
2025-04-17 18:00:00,1.13495,1.13765,1.1347800000000001,1.13633,6694,0,0
2025-04-17 19:00:00,1.13634,1.13711,1.134,1.13508,7211,0,0
2025-04-17 20:00:00,1.13508,1.1353900000000001,1.13412,1.13512,4424,0,0
2025-04-17 21:00:00,1.13511,1.13751,1.13432,1.13734,4694,0,0
2025-04-17 22:00:00,1.13735,1.13761,1.13686,1.13733,2944,0,0
2025-04-17 23:00:00,1.1373199999999999,1.13766,1.13608,1.13613,1666,0,0
2025-04-18 00:00:00,1.13617,1.13686,1.13595,1.13676,474,16,0
2025-04-18 01:00:00,1.13676,1.13727,1.13654,1.1367,4259,0,0
2025-04-18 02:00:00,1.1367099999999999,1.13737,1.13667,1.13724,1067,0,0
2025-04-18 03:00:00,1.13724,1.13859,1.13619,1.13748,4462,0,0
2025-04-18 04:00:00,1.13747,1.13769,1.13682,1.13714,5996,0,0
2025-04-18 05:00:00,1.13714,1.13791,1.13701,1.13726,5052,0,0
2025-04-18 06:00:00,1.13726,1.13762,1.13699,1.13736,5444,0,0
2025-04-18 07:00:00,1.13736,1.13746,1.13691,1.13695,4366,0,0
2025-04-18 08:00:00,1.13693,1.13745,1.1363699999999999,1.13709,4387,0,0
2025-04-18 09:00:00,1.13708,1.13766,1.13619,1.13621,6962,0,0
2025-04-18 10:00:00,1.13621,1.13762,1.13586,1.13696,11900,0,0
2025-04-18 11:00:00,1.13697,1.13716,1.1367,1.13711,9561,0,0
2025-04-18 12:00:00,1.13711,1.13728,1.13679,1.13692,7410,0,0
2025-04-18 13:00:00,1.13693,1.1375,1.13687,1.13742,7401,0,0
2025-04-18 14:00:00,1.1374,1.13834,1.13718,1.13811,12866,0,0
2025-04-18 15:00:00,1.1381000000000001,1.13866,1.13807,1.13822,8469,0,0
2025-04-18 16:00:00,1.13823,1.13828,1.1377,1.13798,4650,0,0
2025-04-18 17:00:00,1.13799,1.13977,1.13787,1.13969,8036,0,0
2025-04-18 18:00:00,1.13968,1.13971,1.13876,1.13926,6753,0,0
2025-04-18 19:00:00,1.13926,1.13951,1.13877,1.13945,4062,0,0
2025-04-18 20:00:00,1.13946,1.13949,1.13904,1.13925,2838,0,0
2025-04-18 21:00:00,1.13925,1.13952,1.1391,1.13945,3834,0,0
2025-04-18 22:00:00,1.13945,1.13973,1.13928,1.1394,2163,1,0
2025-04-18 23:00:00,1.13941,1.1395,1.13871,1.13871,1974,1,0
