time,open,high,low,close,tick_volume,spread,real_volume
2025-04-18 00:43:00,1.32615,1.32625,1.32611,1.32614,22,54,0
2025-04-18 00:44:00,1.32615,1.32626,1.32615,1.32626,17,42,0
2025-04-18 00:45:00,1.32626,1.32626,1.32614,1.3262399999999999,9,47,0
2025-04-18 00:46:00,1.3262399999999999,1.32625,1.32592,1.3262399999999999,18,46,0
2025-04-18 00:47:00,1.3262399999999999,1.32637,1.3260399999999999,1.32633,16,42,0
2025-04-18 00:48:00,1.32627,1.32632,1.32605,1.32632,20,44,0
2025-04-18 00:49:00,1.32632,1.32643,1.32626,1.32643,10,14,0
2025-04-18 00:50:00,1.32643,1.32643,1.32643,1.32643,1,14,0
2025-04-18 00:51:00,1.32643,1.32643,1.32635,1.32635,5,0,0
2025-04-18 00:52:00,1.32635,1.32647,1.32634,1.32647,4,0,0
2025-04-18 00:53:00,1.32647,1.32651,1.32647,1.32651,5,0,0
2025-04-18 00:54:00,1.32651,1.32651,1.32651,1.32651,1,29,0
2025-04-18 00:55:00,1.32651,1.32651,1.32639,1.32639,2,0,0
2025-04-18 00:56:00,1.32643,1.32643,1.32639,1.32639,2,0,0
2025-04-18 00:57:00,1.32639,1.32651,1.32639,1.32651,2,0,0
2025-04-18 00:58:00,1.32651,1.32651,1.32651,1.32651,1,11,0
2025-04-18 00:59:00,1.32651,1.32651,1.32607,1.3263,35,0,0
2025-04-18 01:00:00,1.32623,1.32669,1.32621,1.32667,215,15,0
2025-04-18 01:01:00,1.32667,1.32677,1.3262,1.3265,150,11,0
2025-04-18 01:02:00,1.32661,1.32674,1.32638,1.3266200000000001,106,19,0
2025-04-18 01:03:00,1.3266200000000001,1.32673,1.32633,1.32656,82,17,0
2025-04-18 01:04:00,1.32656,1.32674,1.3261,1.32632,120,18,0
2025-04-18 01:05:00,1.32634,1.32661,1.3262,1.3262,25,33,0
2025-04-18 01:06:00,1.32621,1.32622,1.32621,1.32622,2,79,0
2025-04-18 01:07:00,1.32622,1.32623,1.32612,1.32616,32,83,0
2025-04-18 01:08:00,1.32612,1.32616,1.326,1.326,15,89,0
2025-04-18 01:09:00,1.3261,1.32627,1.3261,1.32626,21,82,0
2025-04-18 01:10:00,1.32626,1.32638,1.32618,1.32627,42,76,0
2025-04-18 01:11:00,1.32627,1.32644,1.3262,1.32638,55,74,0
2025-04-18 01:12:00,1.32638,1.32663,1.32623,1.3265,62,54,0
2025-04-18 01:13:00,1.32649,1.3265799999999999,1.3262399999999999,1.32641,34,59,0
2025-04-18 01:14:00,1.32641,1.32669,1.3262399999999999,1.32669,62,41,0
2025-04-18 01:15:00,1.32669,1.32669,1.32641,1.3265,18,51,0
2025-04-18 01:16:00,1.3265,1.32661,1.32626,1.32626,22,48,0
2025-04-18 01:17:00,1.32627,1.3263099999999999,1.32625,1.32629,51,78,0
2025-04-18 01:18:00,1.32629,1.3266200000000001,1.32627,1.3266200000000001,69,64,0
2025-04-18 01:19:00,1.3266499999999999,1.32697,1.3266499999999999,1.32674,154,4,0
2025-04-18 01:20:00,1.32679,1.32709,1.32674,1.32686,118,0,0
2025-04-18 01:21:00,1.32686,1.32695,1.32672,1.32672,57,0,0
2025-04-18 01:22:00,1.32672,1.32673,1.32669,1.32669,25,11,0
2025-04-18 01:23:00,1.32669,1.32669,1.32613,1.32664,109,21,0
2025-04-18 01:24:00,1.32661,1.32667,1.32646,1.32654,119,13,0
2025-04-18 01:25:00,1.32654,1.32661,1.32652,1.3265500000000001,57,27,0
2025-04-18 01:26:00,1.32654,1.3266,1.32642,1.32657,65,0,0
2025-04-18 01:27:00,1.32656,1.3266,1.32646,1.32651,71,33,0
2025-04-18 01:28:00,1.32651,1.3266200000000001,1.3265,1.3266,50,0,0
2025-04-18 01:29:00,1.32661,1.32678,1.32606,1.3262399999999999,91,0,0
2025-04-18 01:30:00,1.3262399999999999,1.3266200000000001,1.32612,1.3265,117,6,0
2025-04-18 01:31:00,1.3265,1.3265799999999999,1.32595,1.32626,225,6,0
2025-04-18 01:32:00,1.32625,1.32627,1.32581,1.3260100000000001,185,39,0
2025-04-18 01:33:00,1.32608,1.3263,1.326,1.32622,150,74,0
2025-04-18 01:34:00,1.32623,1.32632,1.32617,1.32627,47,82,0
2025-04-18 01:35:00,1.3262399999999999,1.32633,1.3259400000000001,1.3262399999999999,148,70,0
2025-04-18 01:36:00,1.3262399999999999,1.3263,1.32614,1.32626,115,76,0
2025-04-18 01:37:00,1.32618,1.3263,1.32616,1.3262800000000001,76,82,0
2025-04-18 01:38:00,1.3263,1.3263,1.3263,1.3263,1,100,0
2025-04-18 01:40:00,1.32613,1.32619,1.3261,1.32618,10,91,0
2025-04-18 01:41:00,1.32619,1.3262,1.3261,1.32616,37,88,0
2025-04-18 01:42:00,1.32616,1.32622,1.32612,1.32614,23,84,0
2025-04-18 01:43:00,1.32614,1.32621,1.32606,1.32616,32,90,0
2025-04-18 01:44:00,1.32618,1.32618,1.32618,1.32618,1,100,0
2025-04-18 02:00:00,1.32621,1.32626,1.32611,1.32622,17,66,0
2025-04-18 02:01:00,1.32622,1.3262399999999999,1.32599,1.32611,92,71,0
2025-04-18 02:02:00,1.32612,1.32635,1.32602,1.3261,95,42,0
2025-04-18 02:03:00,1.3261,1.3263099999999999,1.3259400000000001,1.32596,114,64,0
2025-04-18 02:04:00,1.326,1.32616,1.3259400000000001,1.32616,56,59,0
2025-04-18 02:05:00,1.32616,1.32678,1.32615,1.3262800000000001,22,21,0
2025-04-18 02:06:00,1.3262800000000001,1.32642,1.32614,1.32623,23,71,0
2025-04-18 02:07:00,1.32623,1.3262800000000001,1.32621,1.32623,16,83,0
2025-04-18 02:08:00,1.32623,1.32636,1.32622,1.3262800000000001,42,75,0
