time,open,high,low,close,tick_volume,spread,real_volume,RSI,MACD,MACD_signal,MA,MFI
2025-04-15 09:00:00,1.13506,1.13645,1.1328,1.13323,6464,0,0,47.77034483872307,-0.0008270512329722202,-0.0010657639703669632,1.134331,45.099805054387495
2025-04-15 10:00:00,1.13323,1.13598,1.13208,1.13572,7016,0,0,55.02301943543555,-0.0006648792358265876,-0.000985587023458888,1.1343789999999998,58.02217480129522
2025-04-15 11:00:00,1.13571,1.13789,1.13437,1.13469,7190,0,0,51.81762764039105,-0.0006124096741220164,-0.0009109515535915137,1.13431,60.20242249895264
2025-04-15 12:00:00,1.13468,1.1356,1.13332,1.13388,5778,0,0,49.38132135224393,-0.0006289374001469117,-0.0008545487229025933,1.1343359999999998,51.35635241606966
2025-04-15 13:00:00,1.13387,1.13493,1.13324,1.13445,4597,0,0,51.122865999543876,-0.0005892490099936865,-0.0008014887803208119,1.1344929999999998,49.786832638027015
2025-04-15 14:00:00,1.13443,1.13444,1.1314,1.13265,5797,0,0,45.76778509033279,-0.0006950287725804305,-0.0007801967787727357,1.13451,45.67751866103697
2025-04-15 15:00:00,1.13263,1.13415,1.13088,1.13129,8037,0,0,42.17327842077368,-0.0008784741276259833,-0.0007998522485433852,1.134142,38.974851103548566
2025-04-15 16:00:00,1.1313,1.13285,1.13052,1.13176,8551,0,0,43.81552864614537,-0.0009746951422329175,-0.0008348208272812917,1.133843,35.75074300693879
2025-04-15 17:00:00,1.13177,1.13295,1.12855,1.13289,11041,0,0,47.6639033946872,-0.0009488318899479875,-0.0008576230398146308,1.133562,32.81395353300514
2025-04-15 18:00:00,1.13289,1.1329,1.12823,1.12888,7400,0,0,37.77557729977892,-0.001237641798956135,-0.0009336267916429317,1.132944,31.311394852601076
2025-04-15 19:00:00,1.12889,1.12922,1.12642,1.12744,5334,0,0,34.96994396060976,-0.0015646849835184717,-0.0010598384300180396,1.132365,26.7111092705331
2025-04-15 20:00:00,1.12744,1.12828,1.12669,1.12725,4304,0,0,34.60474357190952,-0.0018182409260272259,-0.0012115189292198768,1.1315180000000002,23.218715061590366
2025-04-15 21:00:00,1.12727,1.12768,1.12664,1.12734,3643,0,0,34.951279799292415,-0.001988995685245909,-0.0013670142804250833,1.1307830000000003,19.67882697277224
2025-04-15 22:00:00,1.12734,1.12876,1.12715,1.12824,2539,0,0,38.46302672448563,-0.002028316414716569,-0.0014992747072833804,1.1302190000000003,19.131290660056557
2025-04-15 23:00:00,1.12826,1.12898,1.12798,1.12805,1640,0,0,37.996662019516414,-0.0020511652322252605,-0.0016096528122717564,1.1295790000000003,22.22259585667613
2025-04-16 00:00:00,1.12805,1.12851,1.12785,1.12808,710,1,0,38.124233954910345,-0.002043298462669707,-0.0016963819423513465,1.1291220000000004,14.869429897065755
2025-04-16 01:00:00,1.12808,1.12994,1.12808,1.12957,1682,0,0,44.25857398702355,-0.0018949891878023983,-0.0017361033914415568,1.1289500000000003,8.230944461354147
2025-04-16 02:00:00,1.12957,1.12988,1.12834,1.12937,2756,0,0,43.63326683283048,-0.001773151560053865,-0.0017435130251640184,1.1287110000000005,8.599268404722336
2025-04-16 03:00:00,1.12937,1.13217,1.12929,1.1317,5550,0,0,52.120335035366885,-0.001471618927942453,-0.0016891342057197053,1.1285920000000005,16.53237746784494
2025-04-16 04:00:00,1.1317,1.13307,1.13164,1.13235,4326,0,0,54.192450744433216,-0.0011667529748302652,-0.0015846579595418173,1.1289390000000004,23.313374709605927
2025-04-16 05:00:00,1.13237,1.13319,1.13181,1.13276,3500,0,0,55.50064371890181,-0.0008818950004565451,-0.0014441053677247627,1.1294710000000003,30.56493165655128
2025-04-16 06:00:00,1.13276,1.13433,1.13244,1.13432,3012,0,0,60.16243634556487,-0.0005242211458849066,-0.0012601285233567916,1.1301780000000003,38.7745088740073
2025-04-16 07:00:00,1.13432,1.13479,1.13329,1.13462,2880,0,0,61.00839983553119,-0.00021408668836153666,-0.0010509201563577407,1.1309060000000004,51.06505541983274
2025-04-16 08:00:00,1.13461,1.13855,1.13413,1.13809,4743,0,0,69.16479997229212,0.0003081449998789676,-0.0007791071251103991,1.1318910000000004,64.17121393970227
2025-04-16 09:00:00,1.13806,1.13828,1.13607,1.13607,6015,0,0,61.14611892076186,0.0005526496559091765,-0.000512755768906484,1.1326930000000004,63.185013855282115
2025-04-16 10:00:00,1.13607,1.13921,1.13593,1.13869,6577,0,0,66.56118003565963,0.0009469179800818406,-0.00022082101910881908,1.1337540000000004,73.54885527568239
2025-04-16 11:00:00,1.13872,1.13882,1.13382,1.13698,9593,0,0,60.62259498129469,0.001108616319760447,4.506644866503418e-05,1.1344950000000005,65.6101563087379
2025-04-16 12:00:00,1.13699,1.13778,1.1356,1.13601,7184,0,0,57.489245176447255,0.001145290331534321,0.00026511122523889156,1.1351590000000005,56.3205740342155
2025-04-16 13:00:00,1.13601,1.13742,1.13523,1.13585,6369,0,0,56.96621749499078,0.0011482082572085162,0.0004417306316328165,1.1355740000000005,49.68966536568226
2025-04-16 14:00:00,1.13583,1.13739,1.1355,1.13633,6214,0,0,58.19499234434012,0.0011756999852186034,0.0005885245023499739,1.1359720000000002,54.633508743814794
2025-04-16 15:00:00,1.13633,1.13656,1.13405,1.13515,8533,0,0,54.104972396713414,0.0010897097437996273,0.0006887615506399045,1.1362110000000003,47.616339574681064
2025-04-16 16:00:00,1.13518,1.13738,1.13497,1.13669,8958,0,0,58.23087165785415,0.001132769130222755,0.0007775630665564746,1.1364480000000001,54.80677825689519
2025-04-16 17:00:00,1.13671,1.13842,1.13542,1.13838,8534,0,0,62.24238470374372,0.0012884108816344497,0.0008797326295720696,1.1368240000000003,56.38504283351882
2025-04-16 18:00:00,1.13839,1.13866,1.13572,1.13816,6540,0,0,61.41548780735814,0.0013781198221234359,0.000979410068082343,1.1368310000000001,57.48508925000706
2025-04-16 19:00:00,1.13816,1.13871,1.13702,1.13751,4944,0,0,58.924693691020316,0.0013808476835082129,0.001059697591167517,1.136975,58.17470765262075
2025-04-16 20:00:00,1.13752,1.13901,1.13593,1.13751,6766,0,0,58.924693691020316,0.0013672487409064349,0.0011212078211153005,1.1368570000000002,52.63903202623864
2025-04-16 21:00:00,1.1375,1.13885,1.13651,1.13866,6510,0,0,62.080272183046894,0.001432751008202171,0.0011835164585326746,1.1370250000000002,54.40909182644985
2025-04-16 22:00:00,1.13866,1.1413,1.1385,1.13866,5425,0,0,62.08027218304688,0.0014677428015741345,0.0012403617271409665,1.1372900000000001,54.731500296044544
2025-04-16 23:00:00,1.13867,1.13997,1.13818,1.13988,2877,0,0,65.3549647991388,0.0015757535479303808,0.0013074400912988493,1.137693,56.534761053425356
2025-04-17 00:00:00,1.13969,1.14005,1.13916,1.13971,734,0,0,64.518850359975,0.0016288587931048149,0.0013717238316600425,1.1380310000000002,53.6852837825066
2025-04-17 01:00:00,1.13969,1.14006,1.1395,1.13997,1402,0,0,65.25106390868397,0.0016726437140464068,0.0014319078081373154,1.138513,60.84430353050598
2025-04-17 02:00:00,1.13996,1.14094,1.13941,1.13956,2436,0,0,63.041720002203014,0.0016551801197524085,0.001476562270460334,1.1388000000000003,67.82712540715728
2025-04-17 03:00:00,1.13956,1.13969,1.1365,1.13679,5776,0,0,50.58098628368067,0.001401666704054838,0.001461583157179235,1.1386410000000002,68.35141776941836
2025-04-17 04:00:00,1.1368,1.13693,1.13554,1.13655,5478,0,0,49.66501410910196,0.001167926373191408,0.0014028518003816695,1.1384800000000002,60.73523407528173
